EMS_CALL_IDENTIFIER,VQ_COLOR_t1,VQ_COLOR_t2,VQ_COLOR_t3,VQ_COLOR_t4,VQ_COLOR_CALLS
1516626480840,-1,-1,2,2,2
1516626487876,-1,-1,2,2,2
1516626487939,-1,-1,2,2,2
1516626507974,3,3,3,3,3
1516626516683,3,3,3,3,3
1516626585121,-1,-1,2,2,2
1516626587847,-1,-1,2,2,2
1516626613365,-1,-1,-1,2,2
1516626634469,3,3,3,3,3
1516626635759,-1,-1,2,-1,2
1516626663074,-1,-1,-1,-1,2
1516626668672,-1,-1,-1,-1,2
1516626682744,-1,-1,-1,2,2
1516626687022,3,3,3,3,3
1516626701190,3,3,3,3,3
1516626702684,-1,-1,2,2,2
1516626729329,-1,-1,-1,-1,2
1516626770253,-1,-1,-1,-1,2
1516626771498,-1,-1,2,2,2
1516626772644,-1,-1,-1,-1,2
1516626779952,3,3,3,3,3
1516626813403,-1,-1,-1,-1,2
1516626824885,-1,-1,2,2,2
1516626858886,3,3,3,3,3
1516626873542,3,3,3,3,3
1516626877497,-1,-1,2,2,2
1516626892349,-1,-1,2,2,2
1516626893656,-1,-1,-1,-1,2
1516626893697,3,3,3,3,3
1516626894867,3,3,3,3,3
1516626898360,3,3,3,3,3
1516626899482,3,3,3,3,3
1516626901576,-1,-1,-1,-1,2
1516626903681,-1,-1,-1,-1,2
1516626904830,-1,-1,-1,-1,2
1516626928485,3,3,3,3,3
1516626934840,-1,-1,2,2,2
1516626955153,3,3,3,3,3
1516626967395,3,3,3,3,3
1516626975519,3,3,3,3,3
1516626976589,3,3,3,3,3
1516626980055,3,3,3,3,3
1516626981101,3,3,3,3,3
1516626997306,3,3,3,3,3
1516626998441,3,3,3,3,3
1516627001132,3,3,3,3,3
1516627002193,3,3,3,3,3
1516627003571,-1,-1,-1,-1,2
1516627004577,-1,-1,-1,-1,2
1516627006204,3,3,3,3,3
1516627011340,-1,-1,2,2,2
1516627013723,-1,-1,2,2,2
1516627021351,-1,-1,-1,-1,2
1516627021975,3,3,3,3,3
1516627023546,3,3,3,3,3
1516627029846,3,3,3,3,3
1516627064133,-1,-1,-1,-1,2
1516627078975,-1,-1,-1,2,2
1516627079137,3,3,3,3,3
1516627098264,-1,-1,-1,-1,2
1516627115899,3,3,3,3,3
1516627133454,-1,-1,-1,-1,2
1516627138499,-1,-1,-1,2,2
1516627147532,-1,-1,-1,-1,2
1516627177839,3,3,3,3,3
1516627214470,3,3,3,3,3
1516627281379,-1,-1,-1,-1,2
1516627315520,-1,-1,-1,-1,2
1516627359046,-1,-1,2,2,2
1516627386036,-1,-1,2,2,2
1516627409542,-1,-1,-1,2,2
1516627424809,3,3,3,3,3
1516627435386,3,3,3,3,3
1516627446972,-1,-1,2,2,2
1516627460134,-1,-1,-1,2,2
1516627477156,3,3,3,3,3
1516627484101,-1,-1,-1,-1,2
1516627539602,-1,-1,-1,-1,2
1516627551133,-1,-1,-1,-1,2
1516627571519,-1,-1,2,2,2
1516627581361,-1,-1,-1,-1,2
1516627585407,-1,-1,2,2,2
1516627599624,-1,-1,2,2,2
1516627604100,-1,-1,2,2,2
1516627620236,-1,-1,2,2,2
1516627670676,3,3,3,3,3
1516627698648,3,3,3,3,3
1516627745328,3,3,3,3,3
1516627747230,3,3,3,3,3
1516627752479,3,3,3,3,3
1516627754954,-1,-1,2,2,2
1516627757131,3,3,3,3,3
1516627779396,-1,-1,2,2,2
1516627780850,-1,-1,-1,-1,2
1516627783386,3,3,3,3,3
1516627787598,3,3,3,3,3
1516627791527,3,3,3,3,3
1516627797180,-1,-1,-1,-1,2
1516627805955,-1,-1,-1,3,2
1516627821674,3,3,3,3,3
1516627824475,-1,-1,-1,2,2
1516627824694,3,3,3,3,3
1516627827217,3,3,3,3,3
1516627836306,3,3,3,3,3
1516627838336,3,3,3,3,3
1516627843355,3,3,3,3,3
1516627850585,3,3,3,3,3
1516627850625,-1,-1,2,2,2
1516627859177,3,3,3,3,3
1516627874298,3,3,3,3,3
1516627874617,-1,-1,2,2,2
1516627892293,3,3,3,3,3
1516627898696,-1,-1,2,2,2
1516627946364,3,3,3,3,3
1516627949403,3,3,3,3,3
1516627951744,3,3,3,3,3
1516627960160,3,3,3,3,3
1516628005746,3,3,3,3,3
1516628021694,-1,-1,2,2,2
1516628025500,-1,-1,2,2,2
1516628044566,-1,-1,-1,-1,2
1516628081243,-1,-1,2,2,2
1516628111243,3,3,3,3,3
1516628191212,3,3,3,3,3
1516628220217,-1,-1,-1,-1,2
1516628226892,-1,-1,-1,-1,2
1516628248152,-1,-1,2,-1,2
1516628253297,3,3,3,3,3
1516628254243,-1,-1,2,2,2
1516628275927,-1,-1,-1,-1,2
1516628281971,-1,-1,-1,-1,2
1516628283075,-1,-1,-1,-1,2
1516628306694,-1,-1,2,2,2
1516628317095,3,3,3,3,3
1516628355248,3,3,3,3,3
1516628370967,-1,-1,2,2,2
1516628414333,-1,-1,2,2,2
1516628453466,-1,-1,-1,-1,2
1516628466088,3,3,3,3,3
1516628472550,-1,-1,-1,2,2
1516628494543,3,3,3,3,3
1516628520849,-1,-1,-1,-1,2
1516628529782,3,3,3,3,3
1516628581949,-1,-1,2,2,2
1516628604772,3,3,3,3,3
1516628618337,3,3,3,3,3
1516628653618,-1,-1,2,2,2
1516628660740,-1,-1,2,2,2
1516628669546,-1,-1,2,2,2
1516628703399,-1,-1,2,2,2
1516628708163,-1,-1,2,2,2
1516628714265,-1,-1,-1,-1,2
1516628733867,-1,-1,2,2,2
1516628753236,-1,-1,-1,-1,2
1516628753969,3,3,3,3,3
1516628764279,-1,-1,-1,-1,2
1516628765375,-1,-1,-1,-1,2
1516628770517,-1,-1,-1,-1,2
1516628788636,3,3,3,3,3
1516628790833,-1,-1,-1,2,2
1516628803221,3,3,3,3,3
1516628820079,-1,-1,-1,-1,2
1516628821421,3,3,3,3,3
1516628826404,3,3,3,3,3
1516628844730,-1,-1,2,2,2
1516628875068,-1,-1,-1,2,2
1516628890056,3,3,3,3,3
1516628893362,3,3,3,3,3
1516628902560,-1,-1,-1,-1,2
1516628949040,-1,-1,2,2,2
1516628955836,3,3,3,3,3
1516628958547,3,3,3,3,3
1516628979073,-1,-1,2,2,2
1516628980834,3,3,3,3,3
1516628991454,3,3,3,3,3
1516629010073,-1,-1,-1,-1,2
1516629022695,-1,-1,2,2,2
1516629054110,-1,-1,2,2,2
1516629090840,-1,-1,-1,-1,2
1516629097367,-1,-1,2,2,2
1516629115592,3,3,3,3,3
1516629123252,-1,-1,2,2,2
1516629126874,3,3,3,3,3
1516629140810,-1,-1,-1,-1,2
1516629163681,3,3,3,3,3
1516629180664,3,3,3,3,3
1516629216770,3,3,3,3,3
1516629369414,-1,-1,2,2,2
1516629391739,-1,-1,-1,-1,2
1516629413667,-1,-1,-1,-1,2
1516629416835,3,3,3,3,3
1516629453770,3,3,3,3,3
1516629496624,-1,-1,-1,-1,2
1516629504019,-1,-1,2,2,2
1516629535062,-1,-1,2,2,2
1516629537771,3,3,3,3,3
1516629558409,-1,-1,2,2,2
1516629643968,-1,-1,2,2,2
1516629673278,3,3,3,3,3
1516629678895,3,3,3,3,3
1516629682679,3,3,3,3,3
1516629810487,-1,-1,-1,-1,1
1516629834147,-1,-1,2,2,2
1516629851429,-1,-1,2,2,2
1516629868616,-1,-1,-1,-1,2
1516629897011,3,3,3,3,3
1516629899061,-1,-1,-1,-1,2
1516629900162,-1,-1,-1,-1,2
1516629901724,3,3,3,3,3
1516629905294,-1,-1,-1,-1,2
1516629906891,-1,-1,2,2,2
1516629906957,3,3,3,3,3
1516629928676,3,3,3,3,3
1516629935269,-1,-1,-1,2,2
1516629951126,3,3,3,3,3
1516629953309,-1,-1,-1,-1,2
1516629986898,-1,-1,2,2,2
1516630013940,-1,-1,-1,2,2
1516630042500,-1,-1,2,2,2
1516630062524,-1,-1,2,2,2
1516630096269,-1,-1,2,2,2
1516630129003,-1,-1,-1,-1,2
1516630141038,-1,-1,2,2,2
1516630158949,-1,-1,2,2,2
1516630163652,3,3,3,3,3
1516630180929,-1,-1,2,2,2
1516630194303,3,3,3,3,3
1516630196740,-1,-1,-1,-1,2
1516630198718,-1,-1,2,2,2
1516630209514,-1,-1,2,2,2
1516630224030,-1,-1,-1,2,2
1516630226185,3,3,3,3,3
1516630227841,-1,-1,2,2,2
1516630257984,-1,-1,-1,-1,2
1516630265858,-1,-1,2,2,2
1516630275406,-1,-1,-1,-1,2
1516630281624,3,3,3,3,3
1516630292905,3,3,3,3,3
1516630366288,-1,-1,2,2,2
1516630366634,-1,-1,-1,2,2
1516630392175,3,3,3,3,3
1516630410565,-1,-1,-1,-1,2
1516630419256,-1,-1,2,-1,2
1516630509521,-1,-1,2,2,2
1516630543140,3,3,3,3,3
1516630547689,-1,-1,-1,-1,2
1516630547958,-1,-1,2,-1,2
1516630581820,-1,-1,2,2,2
1516630602711,3,3,3,3,3
1516630610297,-1,-1,-1,2,2
1516630628688,-1,-1,2,2,2
1516630628830,-1,-1,2,2,2
1516630638993,3,3,3,3,3
1516630690925,-1,-1,-1,-1,2
1516630712090,-1,-1,-1,-1,2
1516630723207,3,3,3,3,3
1516630738363,-1,-1,2,2,2
1516630749413,-1,-1,-1,2,2
1516630759304,-1,-1,2,2,2
1516630779827,3,3,3,3,3
1516630814434,-1,-1,2,2,2
1516630820089,-1,-1,-1,2,2
1516630838450,-1,-1,-1,2,2
1516630844949,3,3,3,3,3
1516630847007,3,3,3,3,3
1516630856004,3,3,3,3,3
1516630860239,3,3,3,3,3
1516630868544,3,3,3,3,3
1516630920909,3,3,3,3,3
1516630930405,-1,-1,-1,2,2
1516630947399,-1,-1,-1,-1,2
1516630948573,3,3,3,3,3
1516630961293,-1,-1,-1,-1,2
1516631006013,3,3,3,3,3
1516631010332,-1,-1,2,2,2
1516631042893,-1,-1,2,2,2
1516631050437,-1,-1,2,2,2
1516631078741,-1,-1,2,2,2
1516631086825,-1,-1,-1,-1,2
1516631109594,3,3,3,3,3
1516631138067,3,3,3,3,3
1516631149357,-1,-1,-1,-1,2
1516631169638,-1,-1,-1,-1,2
1516631180670,3,3,3,3,3
1516631185196,-1,-1,2,2,2
1516631186199,-1,-1,-1,-1,2
1516631224437,-1,-1,-1,-1,2
1516631250606,3,3,3,3,3
1516631250619,-1,-1,2,2,2
1516631251655,-1,-1,2,2,2
1516631255191,3,3,3,3,3
1516631286154,3,3,3,3,3
1516631308139,3,3,3,3,3
1516631309077,-1,-1,-1,2,2
1516631310005,-1,-1,2,2,2
1516631311852,3,3,3,3,3
1516631313697,3,3,3,3,3
1516631328672,-1,-1,3,-1,2
1516631411667,3,3,3,3,3
1516631412755,-1,-1,-1,-1,2
1516631413115,3,3,3,3,3
1516631426088,-1,-1,2,2,2
1516631434156,3,3,3,3,3
1516631442129,3,3,3,3,3
1516631460950,-1,-1,-1,-1,2
1516631505281,3,3,3,3,3
1516631511892,-1,-1,-1,2,2
1516631514508,-1,-1,2,-1,2
1516631516232,3,3,3,3,3
1516631532402,-1,-1,2,2,2
1516631541612,-1,-1,-1,-1,2
1516631543358,-1,-1,-1,2,2
1516631556104,-1,-1,-1,-1,2
1516631557220,-1,-1,-1,2,2
1516631618689,-1,-1,-1,-1,2
1516631619851,-1,-1,-1,-1,2
1516631631641,-1,-1,-1,-1,2
1516631643315,3,3,3,3,3
1516631649084,-1,-1,-1,-1,2
1516631650358,-1,-1,-1,-1,2
1516631659649,-1,-1,2,-1,2
1516631727867,-1,-1,2,2,2
1516631741825,-1,-1,-1,-1,2
1516631749826,-1,-1,-1,-1,2
1516631763808,-1,-1,2,2,2
1516631771613,3,3,3,3,3
1516631816665,-1,-1,2,2,2
1516631825859,3,3,3,3,3
1516631849045,3,3,3,3,3
1516631884461,3,3,3,3,3
1516631895809,3,3,3,3,3
1516631908224,3,3,3,3,3
1516631930784,-1,-1,2,2,2
1516631962867,-1,-1,-1,-1,2
1516631983771,-1,-1,-1,-1,2
1516631984686,-1,-1,-1,-1,2
1516631985837,-1,-1,-1,-1,2
1516632027656,3,3,3,3,3
1516632057270,-1,-1,2,2,2
1516632065823,3,3,3,3,3
1516632076915,3,3,3,3,3
1516632131042,-1,-1,2,2,2
1516632131734,-1,-1,2,2,2
1516632134756,-1,-1,-1,-1,2
1516632150517,3,3,3,3,3
1516632156094,-1,-1,2,2,2
1516632207553,-1,-1,-1,2,2
1516632220126,-1,-1,2,2,2
1516632220745,-1,-1,-1,2,2
1516632266793,-1,-1,-1,-1,2
1516632267957,-1,-1,-1,-1,2
1516632274015,-1,-1,2,2,2
1516632300508,-1,-1,-1,2,2
1516632334130,-1,-1,2,2,2
1516632336961,-1,-1,-1,-1,2
1516632338117,-1,-1,-1,2,2
1516632370849,-1,-1,2,2,2
1516632408532,3,3,3,3,3
1516632420139,3,3,3,3,3
1516632422537,3,3,3,3,3
1516632423183,-1,-1,2,2,2
1516632429766,3,3,3,3,3
1516632478295,-1,-1,2,2,2
1516632522783,-1,-1,-1,-1,2
1516632533286,-1,-1,2,2,2
1516632553605,3,3,3,3,3
1516632592977,-1,-1,3,2,2
1516632603816,3,3,3,3,3
1516632690025,-1,-1,2,-1,2
1516632696702,-1,-1,2,-1,2
1516632710961,3,3,3,3,3
1516632720894,-1,-1,2,2,2
1516632726979,-1,-1,-1,-1,2
1516632838302,-1,-1,2,-1,2
1516632838589,3,3,3,3,3
1516632861252,-1,-1,2,2,2
1516632863261,-1,-1,2,3,2
1516632866848,-1,-1,3,3,2
1516632871112,3,3,3,3,3
1516632885833,-1,-1,2,2,2
1516632893407,-1,-1,-1,2,2
1516632911108,-1,-1,2,2,2
1516632944740,-1,-1,-1,2,2
1516632947712,3,3,3,3,3
1516632988398,-1,-1,-1,2,2
1516632996527,-1,-1,2,3,1
1516633010410,-1,-1,2,2,2
1516633014480,3,3,3,3,3
1516633031054,-1,-1,2,2,2
1516633041730,-1,-1,2,-1,2
1516633048043,-1,-1,2,2,2
1516633052995,3,3,3,3,3
1516633053809,-1,-1,2,2,2
1516633078317,-1,-1,2,-1,2
1516633094054,-1,-1,2,2,2
1516633119621,-1,-1,2,2,2
1516633127404,-1,-1,2,2,2
1516633145886,3,3,3,3,3
1516633153074,3,3,3,3,3
1516633164702,3,3,3,3,3
1516633174075,3,3,3,3,3
1516633207345,3,3,3,3,3
1516633219949,3,3,3,3,3
1516633249117,-1,-1,-1,2,2
1516633253297,-1,-1,-1,2,2
1516633290880,3,3,3,3,3
1516633322947,3,3,3,3,3
1516633326713,-1,-1,2,2,2
1516633354508,-1,-1,-1,-1,1
1516633356884,3,3,3,3,3
1516633361115,3,3,3,3,3
1516633375637,-1,-1,-1,-1,2
1516633395331,-1,-1,2,2,2
1516633399820,-1,-1,-1,-1,2
1516633411538,3,3,3,3,3
1516633416079,-1,-1,-1,-1,2
1516633426811,-1,-1,-1,2,2
1516633436374,-1,-1,2,2,2
1516633438093,-1,-1,2,2,2
1516633440920,-1,-1,-1,-1,2
1516633445576,-1,-1,-1,2,2
1516633564102,3,3,3,3,3
1516633577573,-1,-1,2,-1,2
1516633583532,3,3,3,3,3
1516633616229,-1,-1,2,2,2
1516633651171,-1,-1,2,2,2
1516633668127,-1,-1,2,2,2
1516633694690,-1,-1,2,2,2
1516633740661,3,3,3,3,3
1516633748186,3,3,3,3,3
1516633767233,-1,-1,3,2,1
1516633783833,-1,-1,-1,-1,2
1516633800081,-1,-1,-1,-1,2
1516633809110,3,3,3,3,3
1516633831144,3,3,3,3,3
1516633831464,-1,-1,-1,2,2
1516633835259,-1,-1,-1,-1,2
1516633837053,-1,-1,-1,-1,2
1516633840654,-1,-1,-1,-1,2
1516633853820,3,3,3,3,3
1516633854753,3,3,3,3,3
1516633855367,3,3,3,3,3
1516633871749,-1,-1,2,2,2
1516633890366,3,3,3,3,3
1516633918870,3,3,3,3,3
1516633926950,-1,-1,2,2,2
1516633963237,-1,-1,2,2,2
1516633999783,-1,-1,2,2,2
1516634002464,-1,-1,2,2,2
1516634005388,-1,-1,-1,-1,2
1516634079782,-1,-1,2,2,2
1516634086019,-1,-1,-1,-1,2
1516634096444,3,3,3,3,3
1516634111466,3,3,3,3,3
1516634132740,3,3,3,3,3
1516634144204,-1,-1,-1,-1,2
1516634175931,-1,-1,2,2,2
1516634188498,3,3,3,3,3
1516634197660,-1,-1,2,2,2
1516634203794,-1,-1,-1,-1,2
1516634205490,-1,-1,2,2,2
1516634236635,-1,-1,-1,-1,2
1516634246954,3,3,3,3,3
1516634267600,-1,-1,2,2,2
1516634276550,-1,-1,-1,-1,2
1516634296743,3,3,3,3,3
1516634309736,-1,-1,-1,-1,2
1516634375559,-1,-1,2,2,2
1516634379203,-1,-1,-1,-1,2
1516634387168,3,3,3,3,3
1516634393947,-1,-1,-1,2,2
1516634446013,3,3,3,3,3
1516634456286,-1,-1,-1,2,2
1516634468998,-1,-1,2,2,2
1516634493625,3,3,3,3,3
1516634533369,3,3,3,3,3
1516634573187,3,3,3,3,3
1516634579008,3,3,3,3,3
1516634600694,3,3,3,3,3
1516634621763,3,3,3,3,3
1516634634506,3,3,3,3,3
1516634636710,3,3,3,3,3
1516634642734,3,3,3,3,3
1516634651465,-1,-1,2,2,2
1516634685286,-1,-1,-1,-1,2
1516634727557,-1,-1,2,2,2
1516634729959,-1,-1,-1,-1,2
1516634741560,-1,-1,2,2,2
1516634759397,3,3,3,3,3
1516634790722,-1,-1,-1,-1,2
1516634792335,-1,-1,-1,-1,2
1516634825453,-1,-1,2,2,2
1516634920864,-1,-1,-1,-1,2
1516634926288,-1,-1,-1,-1,2
1516634956219,3,3,3,3,3
1516634961584,3,3,3,3,3
1516634980648,-1,-1,2,2,2
1516635030318,3,3,3,3,3
1516635066287,3,3,3,3,3
1516635068961,3,3,3,3,3
1516635071817,3,3,3,3,3
1516635092017,-1,-1,2,2,2
1516635104447,-1,-1,2,2,2
1516635104817,-1,-1,2,2,2
1516635174150,-1,-1,2,2,2
1516635197959,3,3,3,3,3
1516635225494,3,3,3,3,3
1516635261609,3,3,3,3,3
1516635290266,-1,-1,-1,-1,2
1516635291361,-1,-1,-1,2,2
1516635304306,-1,-1,-1,-1,2
1516635315619,-1,-1,2,2,2
1516635553890,-1,-1,2,2,2
1516635577211,-1,-1,-1,-1,2
1516635610624,-1,-1,-1,-1,2
1516635646552,3,3,3,3,3
1516635695634,3,3,3,3,3
1516635703477,3,3,3,3,3
1516635715774,-1,-1,-1,2,2
1516635727343,-1,-1,2,2,2
1516635750002,-1,-1,3,3,2
1516635763995,3,3,3,3,3
1516635770207,-1,-1,-1,2,2
1516635811607,-1,-1,2,2,2
1516635821868,-1,-1,2,2,2
1516635834357,3,3,3,3,3
1516635848580,-1,-1,2,2,2
1516635854943,3,3,3,3,3
1516635877641,-1,-1,2,2,2
1516635922023,-1,-1,2,-1,2
1516635923188,-1,-1,-1,2,2
1516635949457,-1,-1,2,2,2
1516635996782,-1,-1,-1,2,2
1516635998049,-1,-1,2,2,2
1516636061653,-1,-1,2,2,2
1516636148066,-1,-1,2,2,2
1516636264846,-1,-1,2,2,2
1516636271122,-1,-1,2,-1,2
1516636285546,-1,-1,2,2,2
1516636396171,-1,-1,-1,-1,2
1516636401315,-1,-1,2,2,2
1516636406806,-1,-1,-1,2,2
1516636412713,-1,-1,-1,-1,2
1516636413038,-1,-1,2,2,2
1516636413819,3,3,3,3,3
1516636561589,3,3,3,3,3
1516636566744,3,3,3,3,3
1516636646038,3,3,3,3,3
1516636683744,3,3,3,3,3
1516636688915,3,3,3,3,3
1516636693969,-1,-1,2,2,2
1516636774963,3,3,3,3,3
1516636928708,3,3,3,3,3
1516636972099,3,3,3,3,3
1516636991173,-1,-1,-1,2,2
1516637023419,-1,-1,-1,-1,2
1516637036903,-1,-1,2,-1,2
1516637039959,-1,-1,2,2,2
1516637064207,-1,-1,2,-1,2
1516637069875,-1,-1,2,2,2
1516637078663,-1,-1,-1,-1,2
1516637123919,-1,-1,2,3,2
1516637125161,3,3,3,3,3
1516637214063,-1,-1,-1,2,2
1516637247209,3,3,3,3,3
1516637255002,3,3,3,3,3
1516637407226,-1,-1,2,2,2
1516637440215,-1,-1,2,2,2
1516637488122,-1,-1,2,2,2
1516637506670,-1,-1,2,2,2
1516637621171,3,3,3,3,3
1516637631733,3,3,3,3,3
1516637726380,-1,-1,2,2,2
1516637873458,-1,-1,2,2,2
1516637893456,-1,-1,2,2,2
1516637909466,3,3,3,3,3
1516638048867,3,3,3,3,3
1516638239223,-1,-1,2,2,2
1516638378584,-1,-1,2,-1,2
1516638379799,3,3,3,3,3
1516638389884,3,3,3,3,3
1516638431710,-1,-1,2,2,2
1516638552344,3,3,3,3,3
1516638615898,-1,-1,2,-1,2
1516638625605,3,3,3,3,3
1516638633522,-1,-1,2,2,2
1516638637938,3,3,3,3,3
1516638828680,3,3,3,3,3
1516638850241,3,3,3,3,3
1516638854161,3,3,3,3,3
1516638868785,-1,-1,-1,-1,2
1516638872369,-1,-1,2,2,2
1516638879967,-1,-1,-1,-1,2
1516638953188,-1,-1,-1,-1,2
1516639022435,-1,-1,2,2,2
1516639061827,-1,-1,-1,-1,2
1516639139170,3,3,3,3,3
1516639151486,-1,-1,2,2,2
1516639158309,-1,-1,2,2,2
1516639172274,3,3,3,3,3
1516639194173,3,3,3,3,3
1516639203498,-1,-1,2,2,2
1516639211514,-1,-1,-1,2,2
1516639239295,-1,-1,2,2,2
1516639364379,-1,-1,2,2,2
1516639399994,3,3,3,3,3
1516639452753,3,3,3,3,3
1516639723507,3,3,3,3,3
1516639768918,-1,-1,2,2,2
1516639770764,-1,-1,2,2,2
1516639789872,-1,-1,2,-1,2
1516639791037,3,3,3,3,3
1516639828369,3,3,3,3,3
1516639882131,3,3,3,3,3
1516639906325,-1,-1,2,2,2
1516639964578,-1,-1,2,2,2
1516639988995,3,3,3,3,3
1516640041365,3,3,3,3,3
1516640054370,-1,-1,2,-1,2
1516640068495,3,3,3,3,3
1516640090994,-1,-1,2,2,2
1516640096554,-1,-1,2,2,2
1516640099782,-1,-1,-1,-1,2
1516640141143,3,3,3,3,3
1516640152557,3,3,3,3,3
1516640181907,-1,-1,2,-1,2
1516640187432,-1,-1,-1,2,2
1516640196009,3,3,3,3,3
1516640204942,3,3,3,3,3
1516640214997,-1,-1,2,2,2
1516640236264,3,3,3,3,3
1516640263116,-1,-1,2,2,2
1516640382815,-1,-1,2,2,2
1516640401104,-1,-1,2,2,2
1516640411906,-1,-1,-1,-1,2
1516640444148,3,3,3,3,3
1516640527176,-1,-1,2,2,2
1516640531245,-1,-1,2,2,2
1516640661306,3,3,3,3,3
1516640701459,-1,-1,-1,-1,2
1516640702638,3,3,3,3,3
1516640917971,-1,-1,-1,-1,2
1516640983013,-1,-1,-1,-1,2
1516640984492,3,3,3,3,3
1516641043469,-1,-1,2,2,2
1516641062319,3,3,3,3,3
1516641098037,-1,-1,2,2,2
1516641132245,-1,-1,-1,-1,2
1516641265816,3,3,3,3,3
1516641343167,-1,-1,2,2,2
1516641363994,-1,-1,2,2,2
1516641521548,-1,-1,2,2,2
1516641535651,3,3,3,3,3
1516641536884,3,3,3,3,3
1516641561616,-1,-1,-1,-1,2
1516641570370,-1,-1,2,-1,2
1516641571613,-1,-1,2,2,2
1516641580418,3,3,3,3,3
1516641586034,3,3,3,3,3
1516641877605,3,3,3,3,3
1516641893260,-1,-1,2,-1,2
1516642034158,3,3,3,3,3
1516642058462,-1,-1,2,2,2
1516642108195,-1,-1,-1,2,2
1516642108819,-1,-1,2,2,2
1516642199243,-1,-1,-1,-1,2
1516642275566,-1,-1,-1,-1,2
1516642496588,-1,-1,2,2,2
1516642503020,3,3,3,3,3
1516642536224,-1,-1,2,2,2
1516642719486,-1,-1,2,2,2
1516642811109,3,3,3,3,3
1516642817805,3,3,3,3,3
1516642827367,3,3,3,3,3
1516643058799,-1,-1,2,2,2
1516643105608,-1,-1,2,2,2
1516643122245,3,3,3,3,3
1516643165468,-1,-1,-1,2,2
1516643249072,3,3,3,3,3
1516643335165,3,3,3,3,3
1516643386157,3,3,3,3,3
1516643524609,-1,-1,-1,-1,2
1516643862885,3,3,3,3,3
1516643990510,3,3,3,3,3
1516644160222,3,3,3,3,3
1516644869288,-1,-1,-1,2,2
1516645367357,3,3,3,3,3
1516645558875,-1,-1,-1,-1,2
1516646353875,3,3,3,3,3
1516646355050,3,3,3,3,3
1516646929975,-1,-1,2,2,2
1516651773087,-1,-1,-1,-1,2
1516651774247,-1,-1,-1,2,2
1516655614682,-1,-1,-1,-1,2
1516655615801,-1,-1,-1,-1,2
1516655653531,-1,-1,-1,-1,2
1516655654635,-1,-1,-1,-1,2
1516655965444,-1,-1,-1,-1,2
1516656849273,-1,-1,2,2,2
1516657492900,-1,-1,-1,-1,2
1516658113130,-1,-1,2,2,2
1516658893718,-1,-1,-1,-1,2
1516658894875,-1,-1,-1,2,2
1516659030007,-1,-1,-1,-1,2
1516659031134,-1,-1,-1,2,2
1516665179983,-1,-1,-1,-1,2
1516673241380,3,3,3,3,3
1516679558069,-1,-1,2,2,2
1516679591536,-1,-1,2,2,2
1516681816467,-1,-1,2,2,2
1516682066883,-1,-1,2,-1,2
1516683839650,3,3,3,3,3
1516683925561,-1,-1,2,2,2
1516684560021,-1,-1,3,3,2
1516684661352,-1,-1,2,-1,2
1516684733500,3,3,3,3,3
1516685769097,-1,-1,2,2,2
1516686460835,-1,-1,2,2,2
1516686731459,3,3,3,3,3
1516686799932,3,3,3,3,3
1516686800074,3,3,3,3,3
1516686801084,3,3,3,3,3
1516686801237,3,3,3,3,3
1516686802301,3,3,3,3,3
1516686802479,3,3,3,3,3
1516686803545,3,3,3,3,3
1516686803700,3,3,3,3,3
1516686861822,-1,-1,-1,-1,2
1516686861837,-1,-1,-1,2,2
1516687015691,-1,-1,2,2,2
1516687342477,-1,-1,2,2,2
1516687651778,-1,-1,3,3,1
1516687873142,-1,-1,2,2,2
1516688019573,3,3,3,3,3
1516688099621,-1,-1,2,2,2
1516688100793,3,3,3,3,3
1516688204864,-1,-1,2,2,2
1516688366546,-1,-1,-1,-1,2
1516688367824,3,3,3,3,3
1516688410438,3,3,3,3,3
1516688432959,3,3,3,3,3
1516688511873,-1,-1,-1,-1,2
1516688537435,-1,-1,2,2,2
1516688774125,-1,-1,-1,-1,2
1516688870281,3,3,3,3,3
1516688948553,-1,-1,2,2,2
1516689096188,3,3,3,3,3
1516689122051,3,3,3,3,3
1516689164697,-1,-1,2,2,2
1516689211015,-1,-1,-1,-1,2
1516689310512,3,3,3,3,3
1516689353367,3,3,3,3,3
1516689368935,-1,-1,2,2,2
1516689491901,-1,-1,2,2,2
1516689533702,-1,-1,-1,2,2
1516689551697,-1,-1,2,2,2
1516689662032,-1,-1,2,2,2
1516689737762,-1,-1,2,-1,2
1516689860009,-1,-1,2,2,2
1516689942929,-1,-1,2,2,2
1516689971059,-1,-1,2,2,2
1516690003501,3,3,3,3,3
1516690040043,3,3,3,3,3
1516690063954,-1,-1,2,2,2
1516690081823,-1,-1,2,2,2
1516690160165,-1,-1,2,2,2
1516690257973,-1,-1,2,2,2
1516690270041,-1,-1,2,-1,2
1516690284363,-1,-1,2,2,2
1516690366600,-1,-1,-1,3,2
1516690454078,3,3,3,3,3
1516690540231,-1,-1,2,-1,2
1516690581827,3,3,3,3,3
1516690586911,3,3,3,3,3
1516690590599,-1,-1,2,2,2
1516690679367,-1,-1,-1,-1,2
1516690693891,-1,-1,-1,-1,2
1516690704813,-1,-1,-1,-1,2
1516690727998,-1,-1,-1,2,2
1516690735818,-1,-1,2,2,2
1516690830157,-1,-1,-1,-1,2
1516690833218,3,3,3,3,3
1516690838383,-1,-1,2,2,2
1516690842596,-1,-1,2,2,2
1516690854431,3,3,3,3,3
